Day,Week,Weekday,Date,Session,Period,Block,Order,Element,Lite,ATHX,Pro,Effort,Note
73,11,WEDNESDAY,2027-01-13,EASY AEROBIC + STRENGTH SEQUENCE,AM,AM - EASY AEROBIC  |  40-50 MIN,,Note,,,,,Zone 2. Keep it genuinely easy - this afternoon is the most demanding session of your week.
73,11,WEDNESDAY,2027-01-13,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",1,0-5 1RM Shoulder to Overhead,warm-up included,warm-up included,warm-up included,-,
73,11,WEDNESDAY,2027-01-13,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",2,5-10 2RM Back Squat,warm-up included,warm-up included,warm-up included,-,
73,11,WEDNESDAY,2027-01-13,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",3,10-12 Deadlift warm-up,-,-,-,-,
73,11,WEDNESDAY,2027-01-13,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",4,12-13 Deadlift window 1,3 reps or singles,3 reps or singles,3 reps or singles,1 min,
73,11,WEDNESDAY,2027-01-13,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",5,13-14 Rest,-,-,-,-,
73,11,WEDNESDAY,2027-01-13,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",6,14-15 Deadlift window 2,3 reps or singles,3 reps or singles,3 reps or singles,1 min,
73,11,WEDNESDAY,2027-01-13,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",,Note,,,,,"Open window one at a weight you are ninety-five per cent confident of, since a miss costs half the component rather than the difference between two weights. Arrive warm, as five minutes per lift allows for two or three loaded singles and the attempt."
74,11,THURSDAY,2027-01-14,COMPLETE REST,Main,NO SESSION,,Note,,,,,"Optional, ten to fifteen minutes: thoracic rotation, hip flexor lengthening, ankle dorsiflexion. Nothing that raises the heart rate. If it starts to feel like a session, stop."
74,11,THURSDAY,2027-01-14,COMPLETE REST,Main,NO SESSION,,Note,,,,,Feeling good on a rest day is a sign the rest day is doing its job rather than a reason to add a session.
74,11,THURSDAY,2027-01-14,COMPLETE REST,Main,NO SESSION,,Note,,,,,More progress tends to be lost to training through fatigue than to taking a day off.
75,11,FRIDAY,2027-01-15,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,1,Row,30 cal,35 cal,35 cal,,
75,11,FRIDAY,2027-01-15,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,2,DB Ground to Overhead,30 @ 7.5 kg,30 @ 12.5 kg,30 dual @ 15 kg,,
75,11,FRIDAY,2027-01-15,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,3,DB Bench Press,30 @ 7.5 kg,30 @ 12.5 kg,30 @ 15 kg,,
75,11,FRIDAY,2027-01-15,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,4,Sandbag Squats,30 @ 20 kg,30 @ 30 kg,30 @ 50 kg,,
75,11,FRIDAY,2027-01-15,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,5,Sandbag Carry,30 m @ 20 kg,30 m @ 30 kg,30 m @ 50 kg,,
75,11,FRIDAY,2027-01-15,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,6,Burpees over bench,30,30,30,,
75,11,FRIDAY,2027-01-15,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,7,Row,30 cal,35 cal,35 cal,,
75,11,FRIDAY,2027-01-15,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,,Note,,,,,"The opening row is the only place you control pace with any precision. Go out at an effort you could hold for the whole piece, not at what feels easy in the first thirty seconds."
75,11,FRIDAY,2027-01-15,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,,Note,,,,,Record your split at the end of each element. Where you lose time is more useful than the total.
76,11,SATURDAY,2027-01-16,FULL COMPETITION SIMULATION,Main,FULL SIMULATION  |  ALL THREE ZONES,1,Zone 1,Strength - 15 min,Strength - 15 min,Strength - 15 min,,
76,11,SATURDAY,2027-01-16,FULL COMPETITION SIMULATION,Main,FULL SIMULATION  |  ALL THREE ZONES,2,Recovery,30-40 min,30-40 min,30-40 min,,
76,11,SATURDAY,2027-01-16,FULL COMPETITION SIMULATION,Main,FULL SIMULATION  |  ALL THREE ZONES,3,Zone 2,Endurance - 24 min,Endurance - 24 min,Endurance - 24 min,,
76,11,SATURDAY,2027-01-16,FULL COMPETITION SIMULATION,Main,FULL SIMULATION  |  ALL THREE ZONES,4,Recovery,30-40 min,30-40 min,30-40 min,,
76,11,SATURDAY,2027-01-16,FULL COMPETITION SIMULATION,Main,FULL SIMULATION  |  ALL THREE ZONES,5,Zone 3,MetCon X - 25 min,MetCon X - 25 min,MetCon X - 25 min,,
76,11,SATURDAY,2027-01-16,FULL COMPETITION SIMULATION,Main,FULL SIMULATION  |  ALL THREE ZONES,,Note,,,,,"Rehearse the whole day: warm-up timing before each zone, what you eat and drink in the gaps, kit changes and chalk. The logistics are as much a part of the test as the sessions."
76,11,SATURDAY,2027-01-16,FULL COMPETITION SIMULATION,Main,FULL SIMULATION  |  ALL THREE ZONES,,Note,,,,,"Zone order on competition day is set by the event. If you can confirm it in advance, run the simulation in that order."
77,11,SUNDAY,2027-01-17,EASY AEROBIC,Main,,1,Duration,30 min,40-50 min,50-60 min,,
77,11,SUNDAY,2027-01-17,EASY AEROBIC,Main,,2,Mode,walk / bike,Zone 2 run / bike,Zone 2 run / bike,,
77,11,SUNDAY,2027-01-17,EASY AEROBIC,Main,,,Note,,,,,"If Saturday was a full simulation, take today as a walk regardless of what the table says."
78,12,MONDAY,2027-01-18,SHORT THRESHOLD RUN + UPPER PRIMER,AM,AM - SHORT THRESHOLD,1,Main,2 x 4 min,2 x 5 min,3 x 4 min,,
78,12,MONDAY,2027-01-18,SHORT THRESHOLD RUN + UPPER PRIMER,AM,AM - SHORT THRESHOLD,,Note,,,,,"Warm-up 10 min easy + strides. Main set at 10 km race effort, 2 min jog. Cool-down 6 min easy. This should feel comfortably fast. If it feels hard, you are not tapered - reduce Wednesday further."
78,12,MONDAY,2027-01-18,SHORT THRESHOLD RUN + UPPER PRIMER,PM,PM - UPPER PRIMER,1,A Push Press,3 x 2 @ 85%,3 x 2 @ 85%,3 x 2 @ 85%,4 RIR,
78,12,MONDAY,2027-01-18,SHORT THRESHOLD RUN + UPPER PRIMER,PM,PM - UPPER PRIMER,2,B Row or Pull-Up,3 x 5,3 x 5,3 x 5,4 RIR,
78,12,MONDAY,2027-01-18,SHORT THRESHOLD RUN + UPPER PRIMER,PM,PM - UPPER PRIMER,3,C DB Bench Press  (12.5 kg),2 x 10,2 x 10,2 x 10,-,
78,12,MONDAY,2027-01-18,SHORT THRESHOLD RUN + UPPER PRIMER,PM,PM - UPPER PRIMER,,Note,,,,,"Loads stay heavy, volume halves. This maintains neural drive without structural breakdown."
79,12,TUESDAY,2027-01-19,"SKI - SHORT, AT PACE",Main,,1,Warm-up,5 min easy,5 min easy,5 min easy,,
79,12,TUESDAY,2027-01-19,"SKI - SHORT, AT PACE",Main,,2,Main,3 x 2 min,4 x 2 min,4 x 2 min,,
79,12,TUESDAY,2027-01-19,"SKI - SHORT, AT PACE",Main,,3,at,target competition pace,target competition pace,target competition pace,,
79,12,TUESDAY,2027-01-19,"SKI - SHORT, AT PACE",Main,,4,Recovery,2 min,2 min,2 min,,
79,12,TUESDAY,2027-01-19,"SKI - SHORT, AT PACE",Main,,5,Cool-down,4 min easy,4 min easy,4 min easy,,
79,12,TUESDAY,2027-01-19,"SKI - SHORT, AT PACE",Main,,,Note,,,,,"Check your damper setting and write it down, since venue machines vary and it saves a decision on the day."
80,12,WEDNESDAY,2027-01-20,STRENGTH PRIMER - CONCENTRIC ONLY,Main,PRIMER  |  40 MIN,1,A Back Squat - to a comfortable double,1 x 2 @ 85%,1 x 2 @ 85%,1 x 2 @ 85%,4 RIR,
80,12,WEDNESDAY,2027-01-20,STRENGTH PRIMER - CONCENTRIC ONLY,Main,PRIMER  |  40 MIN,2,B Deadlift - single window rehearsal,1 x 3 @ 85%,1 x 3 @ 85%,1 x 3 @ 85%,4 RIR,
80,12,WEDNESDAY,2027-01-20,STRENGTH PRIMER - CONCENTRIC ONLY,Main,PRIMER  |  40 MIN,3,C Shoulder to Overhead,2 x 2 @ 85%,2 x 2 @ 85%,2 x 2 @ 85%,4 RIR,
80,12,WEDNESDAY,2027-01-20,STRENGTH PRIMER - CONCENTRIC ONLY,Main,PRIMER  |  40 MIN,,Note,,,,,"No back-off sets and no accessories. Lower under control, without chasing slow eccentrics."
80,12,WEDNESDAY,2027-01-20,STRENGTH PRIMER - CONCENTRIC ONLY,Main,PRIMER  |  40 MIN,,Note,,,,,Rehearse the deadlift as three singles with your hands staying in contact with the bar between reps. This is the last chance to make that automatic.
81,12,THURSDAY,2027-01-21,COMPLETE REST,Main,NO SESSION,,Note,,,,,"Optional, ten to fifteen minutes: thoracic rotation, hip flexor lengthening, ankle dorsiflexion. Nothing that raises the heart rate. If it starts to feel like a session, stop."
81,12,THURSDAY,2027-01-21,COMPLETE REST,Main,NO SESSION,,Note,,,,,Feeling good on a rest day is a sign the rest day is doing its job rather than a reason to add a session.
81,12,THURSDAY,2027-01-21,COMPLETE REST,Main,NO SESSION,,Note,,,,,More progress tends to be lost to training through fatigue than to taking a day off.
82,12,FRIDAY,2027-01-22,SHAKEOUT + MOVEMENT REHEARSAL,Main,SHAKEOUT  |  20 MIN TOTAL,1,Run,10 min easy,12 min easy,15 min easy,,
82,12,FRIDAY,2027-01-22,SHAKEOUT + MOVEMENT REHEARSAL,Main,SHAKEOUT  |  20 MIN TOTAL,2,Strides,3 x 15 s,4 x 15 s,4 x 15 s,,
82,12,FRIDAY,2027-01-22,SHAKEOUT + MOVEMENT REHEARSAL,Main,SHAKEOUT  |  20 MIN TOTAL,3,Ski,3 min easy,4 min easy,4 min easy,,
82,12,FRIDAY,2027-01-22,SHAKEOUT + MOVEMENT REHEARSAL,Main,MOVEMENT REHEARSAL  |  LIGHT,,Note,,,,,"Five reps each of ground to overhead and burpee over bench, at light load. Movement patterns only. Stop while it still feels easy."
82,12,FRIDAY,2027-01-22,SHAKEOUT + MOVEMENT REHEARSAL,Main,MOVEMENT REHEARSAL  |  LIGHT,,Note,,,,,"Pack your kit tonight. Chalk, knee sleeves (one pair, unrolled), belt, lifting shoes. No straps, no hand grips, no headphones - all banned on the floor."
83,12,SATURDAY,2027-01-23,REST OR TRAVEL,Main,,,Note,,,,,Complete rest. A twenty minute walk is permitted and often helps if you are travelling or sitting for long periods.
83,12,SATURDAY,2027-01-23,REST OR TRAVEL,Main,,,Note,,,,,Confirm your zone order and start times. Write your deadlift attempt weights on paper and put it in your bag.
83,12,SATURDAY,2027-01-23,REST OR TRAVEL,Main,,,Note,,,,,"Eat normally. There is no loading protocol for this event - total working time across the three zones is around sixty-nine minutes spread over two and a half hours, so glycogen is not your limiter. Loading buys water weight and a heavy gut for no return."
84,12,SUNDAY,2027-01-24,COMPETITION,Main,THE BRIEF,,Note,,,,,STRENGTH: arrive warm. Open the deadlift at a weight you are certain of - a miss costs half the component and can drop your Strength placing by dozens of positions.
84,12,SUNDAY,2027-01-24,COMPETITION,Main,THE BRIEF,,Note,,,,,"ENDURANCE: one twenty-four minute effort, not two events. Run the buy-in at your rehearsed pace from the gun. Every second saved is roughly four metres of ski score."
84,12,SUNDAY,2027-01-24,COMPETITION,Main,THE BRIEF,,Note,,,,,"METCON X: control the opening row. The sandbag squat into carry is the crux - one full exhale per ascent, no breath holding, and do not set the bag down."
84,12,SUNDAY,2027-01-24,COMPETITION,Main,THE BRIEF,,Note,,,,,"Lowest total placing wins, so consistency across the three zones matters more than an outstanding result in one."
